2024-06-12 20:59:01 0 [Note] Starting MariaDB 10.4.32-MariaDB source revision c4143f909528e3fab0677a28631d10389354c491 as process 15056
2024-06-12 20:59:01 0 [Note] InnoDB: Mutexes and rw_locks use Windows interlocked functions
2024-06-12 20:59:01 0 [Note] InnoDB: Uses event mutexes
2024-06-12 20:59:01 0 [Note] InnoDB: Compressed tables use zlib 1.3
2024-06-12 20:59:01 0 [Note] InnoDB: Number of pools: 1
2024-06-12 20:59:01 0 [Note] InnoDB: Using SSE2 crc32 instructions
2024-06-12 20:59:01 0 [Note] InnoDB: Initializing buffer pool, total size = 16M, instances = 1, chunk size = 16M
2024-06-12 20:59:01 0 [Note] InnoDB: Completed initialization of buffer pool
2024-06-12 20:59:01 0 [Note] InnoDB: Starting crash recovery from checkpoint LSN=300288
2024-06-12 20:59:01 0 [Warning] InnoDB: Are you sure you are using the right ib_logfiles to start up the database? Log sequence number in the ib_logfiles is 300288, less than the log sequence number in the first system tablespace file header, 763643.
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=231] with future log sequence number 308034
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=360] with future log sequence number 307666
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=222] with future log sequence number 307622
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=359] with future log sequence number 307622
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=221] with future log sequence number 307578
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=358] with future log sequence number 307578
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=220] with future log sequence number 307534
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=357] with future log sequence number 307534
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=219] with future log sequence number 307490
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=356] with future log sequence number 307490
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=218] with future log sequence number 307446
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=355] with future log sequence number 307446
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=217] with future log sequence number 307402
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=354] with future log sequence number 307402
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=216] with future log sequence number 307358
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=353] with future log sequence number 307358
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=215] with future log sequence number 307314
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=352] with future log sequence number 307314
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=272] with future log sequence number 664864
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=409] with future log sequence number 664864
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=271] with future log sequence number 664820
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=407] with future log sequence number 664820
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=270] with future log sequence number 664776
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=406] with future log sequence number 664776
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=300] with future log sequence number 713956
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=437] with future log sequence number 713956
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=299] with future log sequence number 713912
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=436] with future log sequence number 713912
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=298] with future log sequence number 713868
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=435] with future log sequence number 713868
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=297] with future log sequence number 713824
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=434] with future log sequence number 713824
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=296] with future log sequence number 713780
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=433] with future log sequence number 713780
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=221] with future log sequence number 750141
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=358] with future log sequence number 750141
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=220] with future log sequence number 750097
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=357] with future log sequence number 750097
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=219] with future log sequence number 750037
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=356] with future log sequence number 750037
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=218] with future log sequence number 749993
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=355] with future log sequence number 749993
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=217] with future log sequence number 749949
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=354] with future log sequence number 749949
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=216] with future log sequence number 749905
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=353] with future log sequence number 749905
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=215] with future log sequence number 749861
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=352] with future log sequence number 749861
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=214] with future log sequence number 749817
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=351] with future log sequence number 749817
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=213] with future log sequence number 749773
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=350] with future log sequence number 749773
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=212] with future log sequence number 749729
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=349] with future log sequence number 749729
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=211] with future log sequence number 749685
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=348] with future log sequence number 749685
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=210] with future log sequence number 749641
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=347] with future log sequence number 749641
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=209] with future log sequence number 749597
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=346] with future log sequence number 749597
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=208] with future log sequence number 749537
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=345] with future log sequence number 749537
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=207] with future log sequence number 749493
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=344] with future log sequence number 749493
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=206] with future log sequence number 749449
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=343] with future log sequence number 749449
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=205] with future log sequence number 749405
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=342] with future log sequence number 749405
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=204] with future log sequence number 749361
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=341] with future log sequence number 749361
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=203] with future log sequence number 749317
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=340] with future log sequence number 749317
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=202] with future log sequence number 749273
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=339] with future log sequence number 749273
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=201] with future log sequence number 749229
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=338] with future log sequence number 749229
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=200] with future log sequence number 749185
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=337] with future log sequence number 749185
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=198] with future log sequence number 749141
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=335] with future log sequence number 749141
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=197] with future log sequence number 749097
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=334] with future log sequence number 749097
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=196] with future log sequence number 749037
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=333] with future log sequence number 749037
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=195] with future log sequence number 748993
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=332] with future log sequence number 748993
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=194] with future log sequence number 748949
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=331] with future log sequence number 748949
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=193] with future log sequence number 748905
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=330] with future log sequence number 748905
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=192] with future log sequence number 748861
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=329] with future log sequence number 748861
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=63] with future log sequence number 748817
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=328] with future log sequence number 748817
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=236] with future log sequence number 763207
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=2, page number=5] with future log sequence number 763387
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=375] with future log sequence number 763207
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=235] with future log sequence number 761000
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=1, page number=3] with future log sequence number 763307
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=374] with future log sequence number 761000
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=234] with future log sequence number 760641
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=37, page number=4] with future log sequence number 763217
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=37, page number=3] with future log sequence number 763227
2024-06-12 20:59:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=373] with future log sequence number 760641
2024-06-12 20:59:01 0 [ERROR] InnoDB: Page [page id: space=0, page number=7] log sequence number 695770 is in the future! Current system log sequence number 300306.
2024-06-12 20:59:01 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-12 20:59:01 0 [ERROR] InnoDB: Page [page id: space=0, page number=11] log sequence number 699111 is in the future! Current system log sequence number 300306.
2024-06-12 20:59:01 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-12 20:59:01 0 [ERROR] InnoDB: Page [page id: space=0, page number=6] log sequence number 712252 is in the future! Current system log sequence number 300306.
2024-06-12 20:59:01 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-12 20:59:01 0 [ERROR] InnoDB: Page [page id: space=0, page number=301] log sequence number 712252 is in the future! Current system log sequence number 300306.
2024-06-12 20:59:01 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-12 20:59:01 0 [ERROR] InnoDB: Page [page id: space=0, page number=45] log sequence number 304909 is in the future! Current system log sequence number 300306.
2024-06-12 20:59:01 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-12 20:59:01 0 [ERROR] InnoDB: Page [page id: space=0, page number=306] log sequence number 304909 is in the future! Current system log sequence number 300306.
2024-06-12 20:59:01 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-12 20:59:01 0 [ERROR] InnoDB: Page [page id: space=0, page number=46] log sequence number 712291 is in the future! Current system log sequence number 300306.
2024-06-12 20:59:01 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-12 20:59:01 0 [ERROR] InnoDB: Page [page id: space=0, page number=309] log sequence number 712291 is in the future! Current system log sequence number 300306.
2024-06-12 20:59:01 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-12 20:59:01 0 [ERROR] InnoDB: Page [page id: space=0, page number=47] log sequence number 712330 is in the future! Current system log sequence number 300306.
2024-06-12 20:59:01 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-12 20:59:01 0 [ERROR] InnoDB: Page [page id: space=0, page number=311] log sequence number 712330 is in the future! Current system log sequence number 300306.
2024-06-12 20:59:01 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-12 20:59:01 0 [ERROR] InnoDB: Page [page id: space=0, page number=48] log sequence number 712369 is in the future! Current system log sequence number 300306.
2024-06-12 20:59:01 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-12 20:59:01 0 [ERROR] InnoDB: Page [page id: space=0, page number=312] log sequence number 712369 is in the future! Current system log sequence number 300306.
2024-06-12 20:59:01 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-12 20:59:01 0 [ERROR] InnoDB: Page [page id: space=0, page number=49] log sequence number 712408 is in the future! Current system log sequence number 300306.
2024-06-12 20:59:01 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-12 20:59:01 0 [ERROR] InnoDB: Page [page id: space=0, page number=313] log sequence number 712408 is in the future! Current system log sequence number 300306.
2024-06-12 20:59:01 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-12 20:59:01 0 [ERROR] InnoDB: Page [page id: space=0, page number=50] log sequence number 712447 is in the future! Current system log sequence number 300306.
2024-06-12 20:59:01 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-12 20:59:01 0 [ERROR] InnoDB: Page [page id: space=0, page number=314] log sequence number 712447 is in the future! Current system log sequence number 300306.
2024-06-12 20:59:01 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-12 20:59:01 0 [ERROR] InnoDB: Page [page id: space=0, page number=51] log sequence number 712486 is in the future! Current system log sequence number 300306.
2024-06-12 20:59:01 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-12 20:59:01 0 [ERROR] InnoDB: Page [page id: space=0, page number=315] log sequence number 712486 is in the future! Current system log sequence number 300306.
2024-06-12 20:59:01 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-12 20:59:01 0 [ERROR] InnoDB: Page [page id: space=0, page number=52] log sequence number 712525 is in the future! Current system log sequence number 300306.
2024-06-12 20:59:01 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-12 20:59:01 0 [ERROR] InnoDB: Page [page id: space=0, page number=316] log sequence number 712525 is in the future! Current system log sequence number 300306.
2024-06-12 20:59:01 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-12 20:59:01 0 [ERROR] InnoDB: Page [page id: space=0, page number=53] log sequence number 712564 is in the future! Current system log sequence number 300306.
2024-06-12 20:59:01 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-12 20:59:01 0 [ERROR] InnoDB: Page [page id: space=0, page number=317] log sequence number 712564 is in the future! Current system log sequence number 300306.
2024-06-12 20:59:01 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-12 20:59:01 0 [ERROR] InnoDB: Page [page id: space=0, page number=54] log sequence number 712603 is in the future! Current system log sequence number 300306.
2024-06-12 20:59:01 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-12 20:59:01 0 [ERROR] InnoDB: Page [page id: space=0, page number=318] log sequence number 712603 is in the future! Current system log sequence number 300306.
2024-06-12 20:59:01 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-12 20:59:01 0 [ERROR] InnoDB: Page [page id: space=0, page number=55] log sequence number 712642 is in the future! Current system log sequence number 300306.
2024-06-12 20:59:01 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-12 20:59:01 0 [ERROR] InnoDB: Page [page id: space=0, page number=319] log sequence number 712642 is in the future! Current system log sequence number 300306.
2024-06-12 20:59:01 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-12 20:59:01 0 [ERROR] InnoDB: Page [page id: space=0, page number=56] log sequence number 712681 is in the future! Current system log sequence number 300306.
2024-06-12 20:59:01 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-12 20:59:01 0 [ERROR] InnoDB: Page [page id: space=0, page number=320] log sequence number 712681 is in the future! Current system log sequence number 300306.
2024-06-12 20:59:01 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-12 20:59:01 0 [ERROR] InnoDB: Page [page id: space=0, page number=57] log sequence number 712736 is in the future! Current system log sequence number 300306.
2024-06-12 20:59:01 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
